,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,category
1106,7.74,16,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2020,Non Fiction
1107,11.07,17,Rage,"34,424",4.6,Bob Woodward,Hardcover,2020,unknown
1108,14.34,18,Caste (Oprah's Book Club): The Origins of Our Discontents,"40,983",4.8,Isabel Wilkerson,Hardcover,2020,unknown
1109,15.35,19,Greenlights,"59,400",4.7,Matthew McConaughey,Hardcover,2020,unknown
1110,6.99,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,091",4.8,Hopscotch Girls,Paperback,2020,Non Fiction
1111,12.77,21,American Dirt (Oprah's Book Club): A Novel,"109,386",4.6,Jeanine Cummins,Hardcover,2020,unknown
1112,10.35,22,"The Boy, the Mole, the Fox and the Horse","108,231",4.8,Charlie Mackesy,Hardcover,2020,unknown
1113,9.99,23,Little Fires Everywhere: A Novel,"56,899",4.5,Celeste Ng,Paperback,2020,unknown
1114,7.38,24,The Deep End (Diary of a Wimpy Kid Book 15),"44,139",4.9,Jeff Kinney,Hardcover,2020,unknown
1115,11.98,25,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,079",4.8,James Clear,Hardcover,2020,unknown
1116,4.31,26,I Love You to the Moon and Back,"60,075",4.9,Amelia Hepworth,Board book,2020,unknown
1117,5.23,27,How to Catch a Mermaid,"29,836",4.8,Adam Wallace,Hardcover,2020,unknown
1118,14.9,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","29,763",4.7,Erik Larson,Hardcover,2020,unknown
1119,5.22,29,How to Catch a Unicorn,"32,100",4.8,Adam Wallace,Hardcover,2020,unknown
1120,6.9,30,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2020,Fiction
1121,4.55,31,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2020,Fiction
1122,7.57,32,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2020,Non Fiction
1123,17,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering","26,429",4.9,Joanna Gaines,Hardcover,2020,unknown
1124,12.32,34,The Vanishing Half: A Novel,"96,411",4.4,Brit Bennett,Hardcover,2020,unknown
1125,18.78,35,Modern Comfort Food: A Barefoot Contessa Cookbook,"16,897",4.8,Ina Garten,Hardcover,2020,unknown
1126,9.95,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal","42,410",4.8,Shannon Roberts,Paperback,2020,unknown
1127,5.28,37,The Wonky Donkey,"74,725",4.8,Craig Smith,Paperback,2020,Fiction
1128,11.4,38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2020,Non Fiction
1129,7.2,39,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,"21,490",4.8,Workman Publishing,Paperback,2020,unknown
1130,8.95,40,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,"18,971",4.8,Workman Publishing,Paperback,2020,unknown
1131,11.89,41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,169",4.8,Adir Levy,Hardcover,2020,unknown
1132,11.66,42,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4,,Paperback,2020,unknown
1133,12.99,43,The Silent Patient,"135,163",4.5,Alex Michaelides,Hardcover,2020,Fiction
1134,5.99,44,The Big Book of Silly Jokes for Kids,"20,572",4.7,Carole P. Roman,Paperback,2020,unknown
1135,4.59,45,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2020,unknown
1136,13.45,46,Live Free Or Die: America (and the World) on the Brink,"24,460",4.8,Sean Hannity,Hardcover,2020,unknown
1137,6.99,47,Burn After Writing,"78,273",4.6,Sharon Jones,Paperback,2020,unknown
1138,14.34,48,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,"21,319",4.7,Jennie Allen,Hardcover,2020,unknown
1139,7.19,49,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,,Paperback,2020,unknown
1140,13,50,Educated: A Memoir,"69,406",4.7,Tara Westover,Hardcover,2020,Non Fiction
1141,8.09,51,Then She Was Gone: A Novel,"49,979",4.5,Lisa Jewell,Paperback,2020,unknown
1142,5.99,52,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,840",4.6,M Prefontaine,Paperback,2020,Non Fiction
1143,7.48,53,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2020,unknown
1144,17.5,54,Humans,"19,238",4.9,Brandon Stanton,Hardcover,2020,unknown
1145,5.36,55,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2020,Fiction
1146,10.38,56,I've Loved You Since Forever,"20,854",4.8,Hoda Kotb,Hardcover,2020,unknown
1147,7.87,57,Just Mercy: A Story of Justice and Redemption,"22,860",4.8,Bryan Stevenson,Paperback,2020,unknown
1148,8.99,58,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Mass Market Paperback,2020,unknown
1149,13,59,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,,Hardcover,2020,unknown
1150,24,60,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,"28,579",4.8,American Psychological Association,Paperback,2020,unknown
1151,13.29,61,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"27,332",4.7,Deborah Schecter,Paperback,2020,unknown
1152,16,62,The Mamba Mentality: How I Play,"23,654",4.9,Kobe Bryant,Hardcover,2020,unknown
1153,2.67,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More","26,014",4.7,School Zone,Cards,2020,unknown
1154,5.98,64,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),"24,728",4.8,Tish Rabe,Hardcover,2020,unknown
1155,14.5,65,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,"32,055",4.6,Michael Cohen,Hardcover,2020,unknown
1156,4.22,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",Tanya Emelyanova,4.8,,Paperback,2020,unknown
1157,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2020,unknown
1158,7.19,68,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2020,Fiction
1159,18.8,69,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),"36,276",4.9,Rick Riordan,Paperback,2020,unknown
1160,16.59,70,Magnolia Table,"32,326",4.8,Joanna Gaines,Hardcover,2020,unknown
1161,4.99,71,Llama Llama Loves Camping,"18,042",4.7,Anna Dewdney,Paperback,2020,unknown
1162,11.48,72,So You Want to Talk About Race,"12,313",4.7,Ijeoma Oluo,Paperback,2020,unknown
1163,15.15,73,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"21,603",4.9,Candace Owens,Hardcover,2020,unknown
1164,4.99,74,How to Draw 101 Animals (1),"24,653",4.7,Dan Green,Paperback,2020,unknown
1165,8.99,75,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),"14,664",4.7,Crystal Chatterton,Paperback,2020,unknown
1166,9.99,76,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"30,623",4.7,Dinah Bucholz,Hardcover,2020,unknown
1167,13,77,A Time for Mercy (Jake Brigance),"77,697",4.6,John Grisham,Hardcover,2020,unknown
1168,8.48,78,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2020,unknown
1169,6.99,79,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,,Paperback,2020,Non Fiction
1170,7.76,80,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),"27,986",4.9,Dav Pilkey,Hardcover,2020,Fiction
1171,4.98,81,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2020,Fiction
1172,5,82,Where's Spot?,"30,989",4.9,Eric Hill,Board book,2020,unknown
1173,16.65,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,620",4.8,Samin Nosrat,Hardcover,2020,Non Fiction
1174,11.99,84,Man's Search for Meaning,"53,306",4.7,Viktor E. Frankl,Paperback,2020,unknown
1175,13.18,85,Ready Player Two: A Novel,"39,038",4.3,Ernest Cline,Hardcover,2020,unknown
1176,6.99,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep","16,815",4.7,Modern Kid Press,Paperback,2020,unknown
1177,10.14,87,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),"11,703",4.8,Ibram X. Kendi,Paperback,2020,unknown
1178,8.99,88,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),"28,770",4.7,Monica Sweeney,Paperback,2020,unknown
1179,14.29,89,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,269",4.7,Benjamin Graham,Paperback,2020,unknown
1180,8.55,90,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2020,Fiction
1181,2.99,91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,,Cards,2020,unknown
1182,14.35,92,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2020,Non Fiction
1183,4.98,93,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2020,Fiction
1184,11,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,363",4.8,Mary Pope Osborne,Paperback,2020,unknown
1185,13.49,95,Zen as F*ck (Zen as F*ck Journals),"23,862",4.7,Monica Sweeney,Paperback,2020,unknown
1186,12.92,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex","21,311",4.8,Michael Todd,Hardcover,2020,unknown
1187,13.69,97,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),"15,967",4.6,Steve Doocy,Hardcover,2020,unknown
1188,6.99,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade","14,809",4.7,Modern Kid Press,Paperback,2020,unknown
1189,5.72,99,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2020,Non Fiction
1190,22.95,100,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2020,unknown
1191,11.98,1,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,079",4.8,James Clear,Hardcover,2021,unknown
1192,12.52,2,American Marxism,"34,627",4.8,Mark R. Levin,Hardcover,2021,unknown
1193,7.74,3,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2021,Non Fiction
1194,4.14,4,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2021,Fiction
1195,11.4,5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2021,Non Fiction
1196,4.31,6,I Love You to the Moon and Back,"60,075",4.9,Amelia Hepworth,Board book,2021,unknown
1197,9.99,7,It Ends with Us: A Novel (1),"169,014",4.7,Colleen Hoover,Paperback,2021,unknown
1198,10.35,8,"The Boy, the Mole, the Fox and the Horse","108,231",4.8,Charlie Mackesy,Hardcover,2021,unknown
1199,4.93,9,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2021,Fiction
1200,4.07,10,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","77,319",4.8,Crystal Radke,Paperback,2021,unknown
1201,13.29,11,The Midnight Library: A Novel,"199,570",4.3,Matt Haig,Hardcover,2021,unknown
1202,13.79,12,The Four Winds: A Novel,"121,007",4.5,Kristin Hannah,Hardcover,2021,unknown
1203,6.62,13,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),"22,723",4.9,Dav Pilkey,Hardcover,2021,unknown
1204,13.08,14,The Last Thing He Told Me: A Novel,"113,167",4.3,Laura Dave,Hardcover,2021,unknown
1205,7.49,15,Big Shot Diary of a Wimpy Kid Book 16,"20,445",4.9,Jeff Kinney,Hardcover,2021,unknown
1206,19.42,16,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)","21,151",4.8,Robert F. Kennedy Jr.,Hardcover,2021,unknown
1207,9.42,17,The Seven Husbands of Evelyn Hugo: A Novel,"125,004",4.6,Taylor Jenkins Reid,Paperback,2021,unknown
1208,11.6,18,The 48 Laws of Power,"52,408",4.7,Robert Greene,Paperback,2021,unknown
1209,8.48,19,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2021,unknown
1210,4.55,20,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2021,Fiction
1211,11.88,21,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Paperback,2021,unknown
1212,7.57,22,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2021,Non Fiction
1213,6.99,23,Burn After Writing (Pink),"78,273",4.6,Sharon Jones,Paperback,2021,unknown
1214,7.48,24,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2021,unknown
1215,14.02,25,Peril,"20,535",4.6,Bob Woodward,Hardcover,2021,unknown
1216,14.89,26,Untamed,"53,688",4.6,Glennon Doyle,Hardcover,2021,unknown
1217,12.01,27,"Dune (Dune Chronicles, Book 1)","64,912",4.7,Frank Herbert,Paperback,2021,unknown
1218,16.77,28,My First Library : Boxset of 10 Board Books for Kids,"62,733",4.6,Wonder House Books,Board book,2021,unknown
1219,17.78,29,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"15,148",4.8,Brené Brown,Hardcover,2021,unknown
1220,10.34,30,The Song of Achilles: A Novel,"53,798",4.7,Madeline Miller,Paperback,2021,unknown
1221,8.72,31,The Hill We Climb: An Inaugural Poem for the Country,"15,565",4.9,Amanda Gorman,Hardcover,2021,unknown
1222,15.35,32,Greenlights,"59,400",4.7,Matthew McConaughey,Hardcover,2021,unknown
1223,8.99,33,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,"36,007",4.8,Karen Frazier,Paperback,2021,unknown
1224,17.99,34,The Storyteller: Tales of Life and Music,"26,999",4.8,Dave Grohl,Hardcover,2021,unknown
1225,13.29,35,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2021,unknown
1226,5.99,36,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2021,unknown
1227,6.99,37,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,091",4.8,Hopscotch Girls,Paperback,2021,Non Fiction
1228,14.35,38,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2021,Non Fiction
1229,8.37,39,They Both Die at the End,"32,356",4.6,Adam Silvera,Paperback,2021,unknown
1230,14.34,40,Caste (Oprah's Book Club): The Origins of Our Discontents,"40,983",4.8,Isabel Wilkerson,Hardcover,2021,unknown
1231,5.23,41,How to Catch a Mermaid,"29,836",4.8,Adam Wallace,Hardcover,2021,unknown
1232,13.58,42,Call Us What We Carry: Poems,"4,525",4.8,Amanda Gorman,Hardcover,2021,unknown
1233,5.98,43,We Were Liars,"42,287",4.5,E. Lockhart,Paperback,2021,unknown
1234,18,44,Go Tell the Bees That I Am Gone: A Novel (Outlander),"54,522",4.7,Diana Gabaldon,Hardcover,2021,unknown
1235,10.62,45,Grumpy Monkey,"22,884",4.8,Suzanne Lang,Hardcover,2021,unknown
1236,9.59,46,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)","16,024",4.7,Megan Logan MSW  LCSW,Paperback,2021,unknown
1237,24,47,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,"28,579",4.8,American Psychological Association,Paperback,2021,unknown
1238,7.2,48,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,"21,490",4.8,Workman Publishing,Paperback,2021,unknown
1239,10.5,49,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2021,Non Fiction
1240,8.55,50,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2021,Fiction
1241,17.49,51,The Lincoln Highway: A Novel,"65,403",4.4,Amor Towles,Hardcover,2021,unknown
1242,9.98,52,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Paperback,2021,Fiction
1243,8.99,53,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),"28,770",4.7,Monica Sweeney,Paperback,2021,unknown
1244,5.36,54,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2021,Fiction
1245,11,55,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,363",4.8,Mary Pope Osborne,Paperback,2021,unknown
1246,5,56,Where's Spot?,"30,989",4.9,Eric Hill,Board book,2021,unknown
1247,10.9,57,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,"37,006",4.4,Jenson William,Paperback,2021,unknown
1248,4.98,58,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2021,Fiction
1249,5.22,59,How to Catch a Unicorn,"32,100",4.8,Adam Wallace,Hardcover,2021,unknown
1250,4.59,60,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2021,unknown
1251,2.88,61,Flash Cards: Sight Words,Scholastic Teacher Resources,4.8,,Cards,2021,unknown
1252,14.49,62,"What Happened to You?: Conversations on Trauma, Resilience, and Healing","12,144",4.7,Oprah Winfrey,Hardcover,2021,unknown
1253,5.99,63,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,840",4.6,M Prefontaine,Paperback,2021,Non Fiction
1254,16.46,64,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Dr. Nicole LePera,4.8,,Hardcover,2021,unknown
1255,9.31,65,Change Sings: A Children's Anthem,"4,710",4.9,Amanda Gorman,Hardcover,2021,unknown
1256,16.75,66,Think Again: The Power of Knowing What You Don't Know,"12,028",4.6,Adam Grant,Hardcover,2021,unknown
1257,13.55,67,Keep Sharp: Build a Better Brain at Any Age,"11,033",4.7,Sanjay Gupta M.D.,Hardcover,2021,unknown
1258,9.42,68,,"30,143",4.7,,Paperback,2021,unknown
1259,14.95,69,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,"12,288",4.8,Shannon Bream,Hardcover,2021,unknown
1260,5.99,70,The Big Book of Silly Jokes for Kids,"20,572",4.7,Carole P. Roman,Paperback,2021,unknown
1261,18.8,71,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),"36,276",4.9,Rick Riordan,Paperback,2021,unknown
1262,14.57,72,The Invisible Life of Addie LaRue,"57,314",4.5,V. E. Schwab,Hardcover,2021,unknown
1263,17.32,73,Project Hail Mary: A Novel,"85,206",4.7,Andy Weir,Hardcover,2021,unknown
1264,4.99,74,How to Draw 101 Animals (1),"24,653",4.7,Dan Green,Paperback,2021,unknown
1265,12.7,75,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2021,Non Fiction
1266,17.4,76,Verity,"163,818",4.6,Colleen Hoover,Paperback,2021,unknown
1267,38.86,77,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2021,Fiction
1268,7.19,78,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2021,Fiction
1269,9.98,79,People We Meet on Vacation,"46,725",4.3,Emily Henry,Paperback,2021,unknown
1270,13.55,80,The Judge's List: A Novel (The Whistler),"69,642",4.5,John Grisham,Hardcover,2021,unknown
1271,18.14,81,12 Rules for Life: An Antidote to Chaos,"58,074",4.8,Jordan B. Peterson,Hardcover,2021,Non Fiction
1272,11.99,82,Man's Search for Meaning,"53,306",4.7,Viktor E. Frankl,Paperback,2021,unknown
1273,7.03,83,It's Not Easy Being a Bunny (Beginner Books(R)),"16,885",4.8,Marilyn Sadler,Hardcover,2021,unknown
1274,14.29,84,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,269",4.7,Benjamin Graham,Paperback,2021,unknown
1275,10.4,85,Ugly Love: A Novel,"82,155",4.7,Colleen Hoover,Paperback,2021,unknown
1276,17.93,86,Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,"13,892",4.9,Joshua Weissman,Hardcover,2021,Non Fiction
1277,9.49,87,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2021,Fiction
1278,7.51,88,The Power of Now: A Guide to Spiritual Enlightenment,"42,799",4.7,Eckhart Tolle,Paperback,2021,Non Fiction
1279,26.47,89,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)","21,311",4.9,Dr. Seuss,Hardcover,2021,Non Fiction
1280,16.59,90,Magnolia Table,"32,326",4.8,Joanna Gaines,Hardcover,2021,Non Fiction
1281,11.94,91,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),"30,581",4.7,Jeffrey Eisner,Paperback,2021,Non Fiction
1282,12.32,92,The Vanishing Half: A Novel,"96,412",4.4,Brit Bennett,Hardcover,2021,Fiction
1283,16.53,93,A Promised Land,"125,017",4.9,Barack Obama,Hardcover,2021,Non Fiction
1284,11.89,94,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,169",4.8,Adir Levy,Hardcover,2021,Fiction
1285,13.4,95,The Wish,"35,292",4.7,Nicholas Sparks,Hardcover,2021,Fiction
1286,16.69,96,Will,Will Smith,4.8,,Hardcover,2021,Non Fiction
1287,7.49,97,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),"79,872",4.7,Napoleon Hill,Paperback,2021,Non Fiction
1288,8.95,98,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2021,Fiction
1289,7.59,99,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",Doctor Joseph Mercola,4.8,,Hardcover,2021,Non Fiction
1290,13.29,100,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"27,332",4.7,Deborah Schecter,Paperback,2021,Non Fiction
